GeneNames,log2FC,p-value
LOC_Os01g50760.1,0.447458977,0.236261611
LOC_Os01g60360.1,-1.152003093,0.190292362
LOC_Os03g50320.1,-1.152003093,0.190292362
LOC_Os02g42860.1,-1.152003093,0.190292362
LOC_Os08g12680.1,-1.152003093,0.190292362
LOC_Os04g52600.1,-1.152003093,0.190292362
LOC_Os05g33810.1,0.341036918,0.227432119
LOC_Os04g57540.3,0.341036918,0.227432119
LOC_Os03g07530.1,0.341036918,0.227432119
LOC_Os06g21980.1,0.341036918,0.227432119
LOC_Os02g56270.1,0.341036918,0.227432119
LOC_Os03g10090.1,0.341036918,0.227432119
LOC_Os07g25420.2,0.807354922,0.236131083
LOC_Os09g36350.1,0.807354922,0.236131083
LOC_Os03g27110.1,0.807354922,0.236131083
LOC_Os05g38710.1,0.807354922,0.236131083
LOC_Os09g07380.1,0.807354922,0.236131083
LOC_Os05g22970.1,0.807354922,0.236131083
LOC_Os08g34740.1,0.807354922,0.236131083
LOC_Os01g70810.1,0.807354922,0.236131083
LOC_Os06g43280.1,0.807354922,0.236131083
LOC_Os07g43380.1,0.807354922,0.236131083
LOC_Os08g25820.2,0.807354922,0.236131083
LOC_Os03g55704.1,0.807354922,0.236131083
LOC_Os05g48670.1,0.807354922,0.236131083
LOC_Os01g61460.1,0.807354922,0.236131083
LOC_Os02g42230.1,0.807354922,0.236131083
LOC_Os06g48320.1,0.807354922,0.236131083
LOC_Os02g16640.1,0.807354922,0.236131083
LOC_Os07g36450.1,0.807354922,0.236131083
LOC_Os03g23030.1,0.807354922,0.236131083
LOC_Os09g32500.1,0.807354922,0.236131083
LOC_Os09g32330.1,0.807354922,0.236131083
LOC_Os01g04200.2,0.807354922,0.236131083
LOC_Os12g35580.1,0.807354922,0.236131083
LOC_Os04g25560.2,0.807354922,0.236131083
LOC_Os05g46620.1,0.807354922,0.236131083
LOC_Os08g34480.1,0.807354922,0.236131083
LOC_Os04g51770.2,0.807354922,0.236131083
LOC_Os12g41620.1,0.807354922,0.236131083
LOC_Os11g05120.1,0.807354922,0.236131083
LOC_Os10g39900.1,0.807354922,0.236131083
LOC_Os07g29330.2,0.807354922,0.236131083
LOC_Os02g52820.1,0.807354922,0.236131083
LOC_Os03g58810.1,0.807354922,0.236131083
LOC_Os03g09280.2,0.807354922,0.236131083
LOC_Os03g60550.3,0.807354922,0.236131083
LOC_Os05g33320.1,0.807354922,0.236131083
LOC_Os06g01360.2,0.807354922,0.236131083
LOC_Os03g18440.1,0.807354922,0.236131083
LOC_Os02g51410.3,0.807354922,0.236131083
LOC_Os01g23590.1,0.807354922,0.236131083
LOC_Os03g17540.1,0.807354922,0.236131083
LOC_Os10g34740.1,0.807354922,0.236131083
LOC_Os05g45310.1,0.807354922,0.236131083
LOC_Os07g33780.1,0.807354922,0.236131083
LOC_Os09g32650.1,0.251538767,0.235111688
LOC_Os05g43280.1,0.251538767,0.235111688
LOC_Os01g04730.1,-0.938599455,0.237708517
LOC_Os11g37990.1,-0.938599455,0.237708517
LOC_Os03g25970.2,-0.796466606,0.265965028
LOC_Os10g39790.3,0.652076697,0.235040862
LOC_Os06g39870.1,0.652076697,0.235040862
LOC_Os08g44200.1,0.652076697,0.235040862
LOC_Os10g33420.1,0.652076697,0.235040862
LOC_Os07g35920.3,0.652076697,0.235040862
LOC_Os03g46950.1,0.652076697,0.235040862
LOC_Os04g33300.1,0.652076697,0.235040862
LOC_Os02g43010.1,0.652076697,0.235040862
LOC_Os04g56450.2,0.652076697,0.235040862
LOC_Os02g35039.2,0.652076697,0.235040862
LOC_Os08g14364.1,0.652076697,0.235040862
LOC_Os12g29520.5,0.652076697,0.235040862
LOC_Os02g39720.4,0.652076697,0.235040862
LOC_Os03g57760.1,0.652076697,0.235040862
LOC_Os02g21250.1,0.652076697,0.235040862
LOC_Os09g07660.2,0.652076697,0.235040862
LOC_Os06g36590.1,0.652076697,0.235040862
LOC_Os02g52160.1,0.652076697,0.235040862
LOC_Os12g40530.1,0.652076697,0.235040862
LOC_Os03g22180.1,0.652076697,0.235040862
LOC_Os04g21110.1,0.652076697,0.235040862
LOC_Os02g52410.1,0.652076697,0.235040862
LOC_Os06g09890.5,0.160464672,0.192126216
LOC_Os10g35560.1,0.160464672,0.192126216
LOC_Os07g23990.2,-0.565597176,0.238786512
LOC_Os03g50480.1,-0.519374159,0.238907353
LOC_Os09g07570.1,0.118644496,0.238959949
LOC_Os12g05050.1,0.065588342,0.238887503
LOC_Os05g28090.2,-0.754887502,0.192857399
LOC_Os09g39380.1,-0.020177882,0.239635819
LOC_Os04g38680.1,0.299560282,0.268021075
LOC_Os02g05340.1,0.299560282,0.268021075
LOC_Os04g51950.1,0.299560282,0.268021075
LOC_Os08g29720.1,0.299560282,0.268021075
LOC_Os04g44560.1,0.299560282,0.268021075
LOC_Os01g14830.1,0.299560282,0.268021075
LOC_Os06g01680.4,0.299560282,0.268021075
LOC_Os03g61760.1,0.299560282,0.268021075
LOC_Os04g32660.1,0.299560282,0.268021075
LOC_Os08g44430.2,0.299560282,0.268021075
LOC_Os03g22420.1,0.299560282,0.268021075
LOC_Os03g53190.1,0.146841388,0.240044932
LOC_Os02g49440.1,0.321928095,0.240267282
LOC_Os02g48000.1,0.321928095,0.240267282
LOC_Os09g02650.1,0.321928095,0.240267282
LOC_Os01g59440.2,-0.748461233,0.268748291
LOC_Os03g47760.1,0.678071905,0.269405466
LOC_Os03g64300.1,0.678071905,0.269405466
LOC_Os05g35060.1,0.678071905,0.269405466
LOC_Os07g28430.1,0.678071905,0.269405466
LOC_Os11g31110.1,0.678071905,0.269405466
LOC_Os04g20960.1,0.678071905,0.269405466
LOC_Os08g42540.2,0.678071905,0.269405466
LOC_Os03g44610.1,0.678071905,0.269405466
LOC_Os02g42570.1,0.678071905,0.269405466
LOC_Os04g37580.1,0.678071905,0.269405466
LOC_Os02g42960.1,0.678071905,0.269405466
LOC_Os05g36920.1,0.678071905,0.269405466
LOC_Os08g17400.1,0.678071905,0.269405466
LOC_Os03g10860.1,0.678071905,0.269405466
LOC_Os09g21230.3,0.678071905,0.269405466
LOC_Os02g56219.1,0.678071905,0.269405466
LOC_Os06g43680.1,0.678071905,0.269405466
LOC_Os07g38940.1,0.678071905,0.269405466
LOC_Os04g56970.2,0.678071905,0.269405466
LOC_Os01g50320.1,0.678071905,0.269405466
LOC_Os10g35220.2,0.678071905,0.269405466
LOC_Os01g51040.1,0.678071905,0.269405466
LOC_Os10g33680.1,0.163498732,0.26923782
LOC_Os03g37490.1,0.163498732,0.26923782
LOC_Os07g37750.1,0,0.27046032
LOC_Os01g07780.1,-2.321928095,0.234642539
LOC_Os02g52010.1,-2.321928095,0.234642539
LOC_Os10g41710.1,-2.321928095,0.234642539
LOC_Os02g02424.1,-2.321928095,0.234642539
LOC_Os05g43490.1,-2.321928095,0.234642539
LOC_Os02g30650.1,-2.321928095,0.234642539
LOC_Os02g38480.1,-2.321928095,0.234642539
LOC_Os12g16410.1,-2.321928095,0.234642539
LOC_Os04g51710.1,-2.321928095,0.234642539
LOC_Os01g64090.1,-2.321928095,0.234642539
LOC_Os03g55590.1,-2.321928095,0.234642539
LOC_Os04g52614.1,-2.321928095,0.234642539
LOC_Os04g37710.1,-2.321928095,0.234642539
LOC_Os03g20500.1,-2.321928095,0.234642539
LOC_Os05g27580.1,-2.321928095,0.234642539
LOC_Os01g13130.1,-2.321928095,0.234642539
LOC_Os08g15270.1,-2.321928095,0.234642539
LOC_Os07g40630.1,-2.321928095,0.234642539
LOC_Os03g53220.1,-2.321928095,0.234642539
LOC_Os03g15910.1,-2.321928095,0.234642539
LOC_Os03g60650.1,-2.321928095,0.234642539
LOC_Os09g39220.1,-2.321928095,0.234642539
LOC_Os01g63460.1,-2.321928095,0.234642539
LOC_Os01g34670.1,-2.321928095,0.234642539
LOC_Os02g21840.1,-2.321928095,0.234642539
LOC_Os01g68020.1,-2.321928095,0.234642539
LOC_Os03g21240.1,-2.321928095,0.234642539
LOC_Os03g50390.1,-2.321928095,0.234642539
LOC_Os03g14890.1,-2.321928095,0.234642539
LOC_Os04g48390.1,-2.321928095,0.234642539
LOC_Os06g09820.1,-2.321928095,0.234642539
LOC_Os04g51380.1,-2.321928095,0.234642539
LOC_Os02g21520.1,-2.321928095,0.234642539
LOC_Os01g01800.2,-2.321928095,0.234642539
LOC_Os05g38370.3,-2.321928095,0.234642539
LOC_Os04g38540.2,-2.321928095,0.234642539
LOC_Os03g52680.1,-2.321928095,0.234642539
LOC_Os05g14820.1,-2.321928095,0.234642539
LOC_Os02g53350.1,-2.321928095,0.234642539
LOC_Os06g07969.1,-2.321928095,0.234642539
LOC_Os03g62680.1,-2.321928095,0.234642539
LOC_Os05g11130.1,-2.321928095,0.234642539
LOC_Os01g68524.2,-2.321928095,0.234642539
LOC_Os10g33970.2,-2.321928095,0.234642539
LOC_Os06g51460.2,-2.321928095,0.234642539
LOC_Os03g18890.1,-2.321928095,0.234642539
LOC_Os07g41190.1,-2.321928095,0.234642539
LOC_Os04g42930.1,-2.321928095,0.234642539
LOC_Os04g41030.1,-2.321928095,0.234642539
LOC_Os01g23640.1,-2.321928095,0.234642539
LOC_Os09g32550.1,-2.321928095,0.234642539
LOC_Os02g07490.1,-2.321928095,0.234642539
LOC_Os01g51360.1,-2.321928095,0.234642539
LOC_Os09g21250.1,-2.321928095,0.234642539
LOC_Os09g23360.1,-2.321928095,0.234642539
LOC_Os04g49370.1,-2.321928095,0.234642539
LOC_Os10g40640.1,-2.321928095,0.234642539
LOC_Os01g64256.1,-2.321928095,0.234642539
LOC_Os02g54490.1,-2.321928095,0.234642539
LOC_Os08g44410.1,-2.321928095,0.234642539
LOC_Os06g40730.1,-2.321928095,0.234642539
LOC_Os02g36840.1,-2.321928095,0.234642539
LOC_Os01g31800.1,-2.321928095,0.234642539
LOC_Os01g03980.1,-2.321928095,0.234642539
LOC_Os06g04920.2,-2.321928095,0.234642539
LOC_Os02g39950.1,-2.321928095,0.234642539
LOC_Os01g17150.1,-2.321928095,0.234642539
LOC_Os04g56350.1,-2.321928095,0.234642539
LOC_Os02g09460.1,-2.321928095,0.234642539
LOC_Os01g70090.1,-2.321928095,0.234642539
LOC_Os06g01370.1,-2.321928095,0.234642539
LOC_Os03g39380.3,-2.321928095,0.234642539
LOC_Os06g03840.1,-2.321928095,0.234642539
LOC_Os09g25600.1,-2.321928095,0.234642539
LOC_Os03g03560.1,-2.321928095,0.234642539
LOC_Os03g58750.1,-2.321928095,0.234642539
LOC_Os08g23110.1,-2.321928095,0.234642539
LOC_Os06g43900.1,-2.321928095,0.234642539
LOC_Os03g12560.1,-2.321928095,0.234642539
LOC_Os01g17040.1,-2.321928095,0.234642539
LOC_Os03g55950.1,-2.321928095,0.234642539
LOC_Os01g14100.3,-2.321928095,0.234642539
LOC_Os02g57250.1,-2.321928095,0.234642539
LOC_Os02g33180.1,-2.321928095,0.234642539
LOC_Os07g19494.1,-2.321928095,0.234642539
LOC_Os08g31830.1,-2.321928095,0.234642539
LOC_Os03g20670.1,-2.321928095,0.234642539
LOC_Os02g48100.1,-2.321928095,0.234642539
LOC_Os12g03250.1,-2.321928095,0.234642539
LOC_Os01g51020.1,-2.321928095,0.234642539
LOC_Os01g49180.1,-2.321928095,0.234642539
LOC_Os12g43340.1,-2.321928095,0.234642539
LOC_Os08g42550.3,-2.321928095,0.234642539
LOC_Os04g38870.4,-2.321928095,0.234642539
LOC_Os02g35470.1,-2.321928095,0.234642539
LOC_Os03g22490.2,-2.321928095,0.234642539
LOC_Os08g25310.1,-2.321928095,0.234642539
LOC_Os07g12340.1,-2.321928095,0.234642539
LOC_Os06g31210.1,-2.321928095,0.234642539
LOC_Os08g09240.3,-2.321928095,0.234642539
LOC_Os02g21840.1,-2.321928095,0.234642539
LOC_Os05g01675.1,-2.321928095,0.234642539
LOC_Os04g37430.1,-2.321928095,0.234642539
LOC_Os04g28420.1,-2.321928095,0.234642539
LOC_Os07g20880.1,-2.321928095,0.234642539
LOC_Os12g33922.1,-2.321928095,0.234642539
LOC_Os09g06220.1,-2.321928095,0.234642539
LOC_Os04g34260.1,-2.321928095,0.234642539
LOC_Os06g35280.1,-2.321928095,0.234642539
LOC_Os08g04440.2,-1,0.27081069
LOC_Os08g23440.1,-1,0.27081069
LOC_Os07g39620.1,-1,0.27081069
LOC_Os01g11040.1,-1,0.27081069
LOC_Os12g10640.1,-1,0.27081069
LOC_Os10g33710.1,-1,0.27081069
LOC_Os03g54920.1,0.2410081,0.194085137
LOC_Os09g22440.1,0.2410081,0.194085137
LOC_Os02g35630.1,0.2410081,0.194085137
LOC_Os01g02884.1,0.2410081,0.194085137
LOC_Os06g15420.1,-1.263034406,0.231854212
LOC_Os02g46440.1,-1.263034406,0.231854212
LOC_Os05g43374.2,-1.263034406,0.231854212
LOC_Os07g46450.1,-1.263034406,0.231854212
LOC_Os03g55540.1,-1.263034406,0.231854212
LOC_Os01g66520.1,-1.263034406,0.231854212
LOC_Os09g12550.1,-1.263034406,0.231854212
LOC_Os10g10190.1,-1.263034406,0.231854212
LOC_Os10g37240.4,-1.263034406,0.231854212
LOC_Os03g15390.1,-1.263034406,0.231854212
LOC_Os01g12730.1,-1.263034406,0.231854212
LOC_Os03g56060.1,-1.263034406,0.231854212
LOC_Os06g09450.6,-1.263034406,0.231854212
LOC_Os06g41930.3,-1.087462841,0.231613339
LOC_Os08g06280.8,-1.087462841,0.231613339
LOC_Os11g31640.1,-1.087462841,0.231613339
LOC_Os06g45340.3,-1.087462841,0.231613339
LOC_Os03g49770.1,-1.087462841,0.231613339
LOC_Os12g34054.1,-1.087462841,0.231613339
LOC_Os07g44330.1,0.121990524,0.23281934
LOC_Os01g60190.1,0.121990524,0.23281934
LOC_Os07g05570.1,0.192645078,0.19484732
LOC_Os08g42910.1,0.152003093,0.233340603
LOC_Os04g56160.1,-0.398639334,0.272448902
LOC_Os01g17170.1,-0.056034035,0.233331049
LOC_Os01g46610.1,-0.584962501,0.195349505
LOC_Os07g07680.1,-0.857980995,0.233720578
LOC_Os06g01400.1,-0.912537159,0.195743055
LOC_Os02g16000.2,0.304854582,0.195920802
LOC_Os10g33230.1,0.304854582,0.195920802
LOC_Os09g33510.1,0.304854582,0.195920802
LOC_Os11g29370.1,0.304854582,0.195920802
LOC_Os04g36054.1,0.304854582,0.195920802
LOC_Os02g54990.2,-0.016488123,0.196059668
LOC_Os01g60040.2,0.084888898,0.273865806
LOC_Os07g07240.1,0.084888898,0.273865806
LOC_Os07g45090.1,-0.691877705,0.196987172
LOC_Os02g08130.2,-0.768674454,0.197068296
LOC_Os02g52860.1,-0.768674454,0.197068296
LOC_Os07g01020.1,-1,0.197170315
LOC_Os06g04530.1,-1,0.197170315
LOC_Os06g05660.1,0.184424571,0.244588556
LOC_Os12g07670.1,0.184424571,0.244588556
LOC_Os01g58114.2,0.184424571,0.244588556
LOC_Os06g41010.1,-0.866733469,0.245318358
LOC_Os02g18450.1,-0.74723393,0.245265802
LOC_Os03g21900.1,-0.74723393,0.245265802
LOC_Os07g10830.1,0.156119202,0.198038463
LOC_Os04g53440.2,0.142019005,0.246961825
LOC_Os04g45930.2,0.142019005,0.246961825
LOC_Os08g13920.1,-1.459431619,0.198818164
LOC_Os01g32830.1,-1.459431619,0.198818164
LOC_Os02g54860.1,-1.459431619,0.198818164
LOC_Os09g09480.1,-1.459431619,0.198818164
LOC_Os04g34100.1,-1.459431619,0.198818164
LOC_Os02g51790.1,-1.459431619,0.198818164
LOC_Os11g19700.1,-1.459431619,0.198818164
LOC_Os10g41940.1,-1.459431619,0.198818164
LOC_Os04g46860.1,-1.459431619,0.198818164
LOC_Os06g49480.2,-1.459431619,0.198818164
LOC_Os03g11900.1,-1.459431619,0.198818164
LOC_Os04g42420.1,-1.459431619,0.198818164
LOC_Os02g45460.1,-1.459431619,0.198818164
LOC_Os07g26700.1,-1.459431619,0.198818164
LOC_Os01g07590.1,-1.459431619,0.198818164
LOC_Os03g30460.1,-1.459431619,0.198818164
LOC_Os04g43420.1,-1.459431619,0.198818164
LOC_Os01g27750.1,-1.459431619,0.198818164
LOC_Os03g53760.1,-1.459431619,0.198818164
LOC_Os01g51190.1,-1.459431619,0.198818164
LOC_Os04g41920.1,-1.459431619,0.198818164
LOC_Os09g25580.1,-1.459431619,0.198818164
LOC_Os03g54040.1,-1.459431619,0.198818164
LOC_Os05g38400.3,-0.060120992,0.245594599
LOC_Os03g08280.2,-0.678071905,0.247420897
LOC_Os07g47640.1,-0.8259706,0.198492976
LOC_Os02g40510.1,-0.8259706,0.198492976
LOC_Os06g48750.1,0.048094288,0.198429216
LOC_Os09g26620.5,-0.765534746,0.276346767
LOC_Os10g21236.1,-1.584962501,0.246833723
LOC_Os12g44150.1,-1.584962501,0.246833723
LOC_Os12g05780.2,-1.584962501,0.246833723
LOC_Os04g21950.1,-1.584962501,0.246833723
LOC_Os06g12590.1,-1.584962501,0.246833723
LOC_Os03g26200.1,-1.584962501,0.246833723
LOC_Os10g38234.1,-1.584962501,0.246833723
LOC_Os01g27880.1,-1.584962501,0.246833723
LOC_Os01g10290.1,-1.584962501,0.246833723
LOC_Os05g48510.2,-1.584962501,0.246833723
LOC_Os08g42920.1,-1.584962501,0.246833723
LOC_Os11g39990.1,-1.584962501,0.246833723
LOC_Os03g05320.3,-1.584962501,0.246833723
LOC_Os01g48210.1,-1.584962501,0.246833723
LOC_Os10g32980.1,-1.584962501,0.246833723
LOC_Os04g56510.1,-1.584962501,0.246833723
LOC_Os02g51710.1,-1.584962501,0.246833723
LOC_Os09g36976.1,-1.584962501,0.246833723
LOC_Os09g12540.1,-1.584962501,0.246833723
LOC_Os03g04930.2,-1.584962501,0.246833723
LOC_Os12g38380.1,-1.584962501,0.246833723
LOC_Os01g66379.1,-1.584962501,0.246833723
LOC_Os10g11140.1,-1.584962501,0.246833723
LOC_Os12g31460.1,-1.584962501,0.246833723
LOC_Os01g10840.1,-1.584962501,0.246833723
LOC_Os05g50750.1,-1.584962501,0.246833723
LOC_Os03g06930.1,-1.584962501,0.246833723
LOC_Os01g53250.1,-1.584962501,0.246833723
LOC_Os03g52594.4,-1.584962501,0.246833723
LOC_Os01g15490.2,-1.584962501,0.246833723
LOC_Os03g18810.1,0.157541277,0.277801164
LOC_Os04g56646.1,0.157541277,0.277801164
LOC_Os12g38180.1,0.157541277,0.277801164
LOC_Os03g39610.1,-0.46994584,0.277146654
LOC_Os06g13810.1,0.415037499,0.277650125
LOC_Os12g43640.1,0.415037499,0.277650125
LOC_Os07g46180.1,0.415037499,0.277650125
LOC_Os03g20310.2,0.415037499,0.277650125
LOC_Os09g39540.2,0.415037499,0.277650125
LOC_Os03g25070.1,0.415037499,0.277650125
LOC_Os02g58150.1,0.415037499,0.277650125
LOC_Os03g01710.1,0.415037499,0.277650125
LOC_Os01g74280.1,0.415037499,0.277650125
LOC_Os05g06760.1,0.415037499,0.277650125
LOC_Os03g01810.1,0.415037499,0.277650125
LOC_Os10g02350.1,0.415037499,0.277650125
LOC_Os03g16800.1,-0.847996907,0.278801274
LOC_Os08g05490.1,-0.847996907,0.278801274
LOC_Os08g37960.1,-0.652076697,0.508128458
LOC_Os01g73220.1,-0.652076697,0.508128458
LOC_Os01g43130.1,-0.652076697,0.508128458
LOC_Os06g07630.1,-0.652076697,0.508128458
LOC_Os09g34920.1,-0.716207034,0.508893579
LOC_Os07g46790.1,-0.716207034,0.508893579
LOC_Os03g17980.2,-0.716207034,0.508893579
LOC_Os05g09490.1,0.08246216,0.27993456
LOC_Os02g57660.2,-0.605721061,0.509628337
LOC_Os09g17760.1,-0.830074999,0.255613106
LOC_Os02g44500.1,-0.830074999,0.255613106
LOC_Os09g31200.1,-0.765534746,0.447153113
LOC_Os06g03530.1,-0.765534746,0.447153113
LOC_Os06g47330.1,-0.765534746,0.447153113
LOC_Os12g41820.1,-0.765534746,0.447153113
LOC_Os05g04340.1,-0.765534746,0.447153113
LOC_Os01g04260.1,-0.765534746,0.447153113
LOC_Os03g24220.1,-0.765534746,0.447153113
LOC_Os11g14430.1,-0.765534746,0.447153113
LOC_Os11g32880.1,-0.765534746,0.447153113
LOC_Os04g31070.1,0.280107919,0.281290487
LOC_Os05g50660.1,0.280107919,0.281290487
LOC_Os01g67850.1,0.280107919,0.281290487
LOC_Os01g09000.1,0.280107919,0.281290487
LOC_Os06g37150.1,0.280107919,0.281290487
LOC_Os12g43550.2,-0.847996907,0.447697502
LOC_Os08g44000.1,-0.847996907,0.447697502
LOC_Os01g04900.3,-0.847996907,0.447697502
LOC_Os02g04660.1,-0.847996907,0.447697502
LOC_Os11g47760.5,-0.176276681,0.281250415
LOC_Os02g10390.2,-0.501194143,0.256253519
LOC_Os03g37010.1,1.321928095,0.254266533
LOC_Os12g18640.1,1.321928095,0.254266533
LOC_Os04g44650.1,1.321928095,0.254266533
LOC_Os10g07450.2,1.321928095,0.254266533
LOC_Os01g67490.1,1.321928095,0.254266533
LOC_Os04g42470.1,1.321928095,0.254266533
LOC_Os09g30150.1,1.321928095,0.254266533
LOC_Os03g47560.1,1.321928095,0.254266533
LOC_Os06g50240.1,1.321928095,0.254266533
LOC_Os01g03500.1,1.321928095,0.254266533
LOC_Os12g16650.1,1.321928095,0.254266533
LOC_Os11g34940.1,1.321928095,0.254266533
LOC_Os06g19480.1,1.321928095,0.254266533
LOC_Os05g29920.1,1.321928095,0.254266533
LOC_Os04g51900.1,1.321928095,0.254266533
LOC_Os05g11770.1,1.321928095,0.254266533
LOC_Os02g43040.1,1.321928095,0.254266533
LOC_Os02g58250.1,1.321928095,0.254266533
LOC_Os01g65400.5,1.321928095,0.254266533
LOC_Os06g05720.1,1.321928095,0.254266533
LOC_Os02g39050.1,1.321928095,0.254266533
LOC_Os06g51240.1,1.321928095,0.254266533
LOC_Os12g01930.4,1.321928095,0.254266533
LOC_Os08g06060.1,1.321928095,0.254266533
LOC_Os02g27360.2,1.321928095,0.254266533
LOC_Os01g63940.1,1.321928095,0.254266533
LOC_Os09g04800.1,1.321928095,0.254266533
LOC_Os01g04950.3,1.321928095,0.254266533
LOC_Os02g13340.1,1.321928095,0.254266533
LOC_Os05g41810.2,1.321928095,0.254266533
LOC_Os03g22340.1,1.321928095,0.254266533
LOC_Os04g20230.1,1.321928095,0.254266533
LOC_Os05g09550.2,1.321928095,0.254266533
LOC_Os06g20620.1,1.321928095,0.254266533
LOC_Os02g29400.1,1.321928095,0.254266533
LOC_Os02g48680.1,1.321928095,0.254266533
LOC_Os03g27010.1,1.321928095,0.254266533
LOC_Os02g33070.1,1.321928095,0.254266533
LOC_Os04g45210.1,1.321928095,0.254266533
LOC_Os09g35880.1,1.321928095,0.254266533
LOC_Os01g73910.2,1.321928095,0.254266533
LOC_Os03g16900.1,1.321928095,0.254266533
LOC_Os04g51794.1,1.321928095,0.254266533
LOC_Os11g17080.1,1.321928095,0.254266533
LOC_Os12g39380.1,1.321928095,0.254266533
LOC_Os10g25770.1,1.321928095,0.254266533
LOC_Os03g59160.1,1.321928095,0.254266533
LOC_Os03g19400.1,1.321928095,0.254266533
LOC_Os02g55890.1,1.321928095,0.254266533
LOC_Os02g55180.1,1.321928095,0.254266533
LOC_Os04g39420.1,1.321928095,0.254266533
LOC_Os07g49520.1,1.321928095,0.254266533
LOC_Os04g28010.1,1.321928095,0.254266533
LOC_Os04g51390.2,1.321928095,0.254266533
LOC_Os04g21610.1,1.321928095,0.254266533
LOC_Os11g01154.1,1.321928095,0.254266533
LOC_Os01g05090.1,1.321928095,0.254266533
LOC_Os03g63760.1,1.321928095,0.254266533
LOC_Os05g23130.1,1.321928095,0.254266533
LOC_Os05g42190.1,1.321928095,0.254266533
LOC_Os12g43100.1,1.321928095,0.254266533
LOC_Os12g15420.1,1.321928095,0.254266533
LOC_Os11g06590.1,1.321928095,0.254266533
LOC_Os01g70550.3,1.321928095,0.254266533
LOC_Os08g10740.2,1.321928095,0.254266533
LOC_Os01g59800.2,1.321928095,0.254266533
LOC_Os01g10280.1,1.321928095,0.254266533
LOC_Os03g17470.1,1.321928095,0.254266533
LOC_Os03g27960.2,1.321928095,0.254266533
LOC_Os01g47620.1,1.321928095,0.254266533
LOC_Os01g04450.1,1.321928095,0.254266533
LOC_Os07g14280.1,1.321928095,0.254266533
LOC_Os04g41140.1,1.321928095,0.254266533
LOC_Os09g25040.1,1.321928095,0.254266533
LOC_Os07g12890.2,1.321928095,0.254266533
LOC_Os09g07020.2,1.321928095,0.254266533
LOC_Os04g45970.2,1.321928095,0.254266533
LOC_Os04g51240.1,1.321928095,0.254266533
LOC_Os10g34000.1,1.321928095,0.254266533
LOC_Os01g70390.1,1.321928095,0.254266533
LOC_Os03g13950.1,1.321928095,0.254266533
LOC_Os08g41880.1,1.321928095,0.254266533
LOC_Os02g58020.1,-0.067114196,0.449378593
LOC_Os09g35760.1,-1,0.252699227
LOC_Os05g46550.1,-1,0.252699227
LOC_Os01g47430.1,-1,0.252699227
LOC_Os04g49510.3,-1,0.252699227
LOC_Os11g38959.1,-0.943416472,0.25313911
LOC_Os02g41650.3,-0.943416472,0.25313911
LOC_Os12g37960.1,-0.943416472,0.25313911
LOC_Os02g02860.1,-0.943416472,0.25313911
LOC_Os01g38970.1,-0.571156701,0.450827213
LOC_Os10g41550.1,0.234465254,0.25311025
LOC_Os03g15033.1,0.234465254,0.25311025
LOC_Os04g58240.1,0.234465254,0.25311025
LOC_Os02g01070.1,0.137503524,0.515686683
LOC_Os06g46400.1,0.137503524,0.515686683
LOC_Os01g48330.1,0.137503524,0.515686683
LOC_Os03g09210.1,0.137503524,0.515686683
LOC_Os08g04620.1,0.137503524,0.515686683
LOC_Os01g06270.1,0.137503524,0.515686683
LOC_Os03g47949.1,0.137503524,0.515686683
LOC_Os03g08820.1,0.137503524,0.515686683
LOC_Os03g08500.2,0.137503524,0.515686683
LOC_Os01g48930.1,0.137503524,0.515686683
LOC_Os06g47340.1,0.137503524,0.515686683
LOC_Os06g49430.1,0.137503524,0.515686683
LOC_Os04g08740.3,0.137503524,0.515686683
LOC_Os12g44000.2,0.137503524,0.515686683
LOC_Os12g18140.1,0.137503524,0.515686683
LOC_Os07g43900.1,0.201633861,0.283504987
LOC_Os08g18110.3,0.201633861,0.283504987
LOC_Os05g33610.1,0.201633861,0.283504987
LOC_Os06g07780.1,-1.078002512,0.253678842
LOC_Os01g59920.1,-1.078002512,0.253678842
LOC_Os02g57010.1,-1.078002512,0.253678842
LOC_Os07g11280.1,0.459431619,0.258381109
LOC_Os01g41240.1,0.459431619,0.258381109
LOC_Os03g04450.1,0.459431619,0.258381109
LOC_Os03g15730.1,0.459431619,0.258381109
LOC_Os05g50560.1,0.459431619,0.258381109
LOC_Os08g12750.1,0.459431619,0.258381109
LOC_Os09g33600.1,0.459431619,0.258381109
LOC_Os05g02880.1,0.459431619,0.258381109
LOC_Os11g04460.1,0.459431619,0.258381109
LOC_Os03g54130.1,0.459431619,0.258381109
LOC_Os01g48420.1,0.459431619,0.258381109
LOC_Os12g06810.1,0.459431619,0.258381109
LOC_Os10g37830.2,0.459431619,0.258381109
LOC_Os04g35480.1,0.459431619,0.258381109
LOC_Os02g09750.1,0.459431619,0.258381109
LOC_Os10g41460.1,0.459431619,0.258381109
LOC_Os05g41580.1,0.459431619,0.258381109
LOC_Os11g05990.2,0.459431619,0.258381109
LOC_Os07g38110.1,0.459431619,0.258381109
LOC_Os08g24410.1,0.459431619,0.258381109
LOC_Os03g18570.1,-0.667424661,0.284059144
LOC_Os03g57290.1,-0.667424661,0.284059144
LOC_Os03g06410.1,0.137503524,0.254066546
LOC_Os09g04110.1,0.137503524,0.254066546
LOC_Os02g50550.1,-0.667424661,0.451809732
